,screen_name,name,organization,position,gender,followers_count,following_count,tweet_count,user_created_at,verified,protected,original,quote,reply,retweet,tweets_in_dataset,journalist_follower_count
198935531,CarrieStevenson,"Stevenson, Carrie",CNN,"Executive Producer, CNN Politics",F,1089,890,438,Tue Oct 05 16:30:31 +0000 2010,False,False,1.0,0.0,0.0,0.0,1.0,52
333440362,kfireman1,"Fireman, Ken",SAGE Business Researcher,Managing Editor,M,879,1397,1394,Mon Jul 11 15:00:17 +0000 2011,True,False,18.0,0.0,0.0,5.0,23.0,52
16192862,SWilsonProducer,"Wilson, Stephanie",WUSA–TV,Senior Multimedia Producer,F,826,825,2414,Mon Sep 08 21:54:11 +0000 2008,False,False,113.0,18.0,5.0,6.0,142.0,52
16248209,Geneva_Sands,"Sands-Sadowitz, Geneva",Univision,Justice and Homeland Security Reporter,F,810,523,3536,Thu Sep 11 21:37:53 +0000 2008,True,False,43.0,1.0,1.0,24.0,69.0,52
57217464,tobyeckert,"Eckert, Toby L.",Politico,Tax Editor,M,582,770,495,Thu Jul 16 02:34:07 +0000 2009,False,False,5.0,0.0,0.0,1.0,6.0,52
1468117987,JennyMandel1,"Mandel, Jennifer A.",E&E News,"Reporter, Energywire",F,467,453,2002,Wed May 29 19:41:15 +0000 2013,False,False,13.0,53.0,6.0,130.0,202.0,52
37564255,wpnick,"Anderson, Nick",Washington Post,Higher Education Writer,M,15049,153,2852,Mon May 04 01:54:18 +0000 2009,True,False,35.0,0.0,1.0,1.0,37.0,51
23961487,LizFarmerTweets,"Farmer, Liz",Governing,Public Finance Writer,F,3122,1318,6350,Thu Mar 12 14:57:14 +0000 2009,True,False,72.0,10.0,6.0,6.0,94.0,51
247832362,Karl_de_Vries,"de Vries, Karl",CNN,Breaking News Editor,M,2542,2547,3829,Sat Feb 05 17:25:14 +0000 2011,True,False,10.0,0.0,2.0,3.0,15.0,51
420832039,StephenLosey,"Losey, Stephen",Sightline Media Group,"Senior Writer, Air Force Times",M,2366,757,8241,Fri Nov 25 04:47:36 +0000 2011,True,False,75.0,72.0,180.0,117.0,444.0,51
80890381,DiazChron,"Diaz, Kevin",Houston Chronicle,Washington Correspondent,M,2308,313,3303,Thu Oct 08 16:53:51 +0000 2009,True,False,142.0,27.0,0.0,19.0,188.0,51
18954306,SteveKoff,"Koff, Stephen",Cleveland Plain Dealer,Washington Bureau Chief,M,2096,249,5504,Tue Jan 13 21:29:13 +0000 2009,True,False,233.0,64.0,33.0,92.0,422.0,51
325277943,Curious_Kurz,"Kurzius, Rachel",DCist,Associate Editor,F,1973,1250,11555,Tue Jun 28 01:25:20 +0000 2011,False,False,208.0,148.0,177.0,165.0,698.0,51
214216108,mcollinsNEWS,"Collins, Michael",Journal Media Group,Washington Correspondent (Tenn.),M,1904,2126,3260,Wed Nov 10 21:27:49 +0000 2010,False,False,142.0,12.0,1.0,32.0,187.0,51
68482261,JerryZremski,"Zremski, Jerry",Buffalo News,Washington Bureau Chief,M,1861,830,2855,Mon Aug 24 18:57:45 +0000 2009,False,False,87.0,6.0,6.0,9.0,108.0,51
19902826,CarterD,"Dougherty, Carter",Bloomberg News,,M,1502,1362,10301,Mon Feb 02 11:43:09 +0000 2009,False,False,31.0,68.0,139.0,892.0,1130.0,51
161768953,ganjansen,"Jansen, Bart",USA Today,Transportation Reporter,M,1493,489,2066,Thu Jul 01 18:37:00 +0000 2010,True,False,74.0,0.0,8.0,1.0,83.0,51
27481883,natsfert,"Fertig, Natalie",McClatchy,Video Producer,F,1396,1576,16610,Sun Mar 29 19:08:38 +0000 2009,True,False,285.0,371.0,200.0,292.0,1148.0,51
1322522821,Brendan_McGarry,"McGarry, Brendan",Military.com,Managing Editor,M,1175,967,3911,Tue Apr 02 13:42:08 +0000 2013,False,False,274.0,8.0,1.0,85.0,368.0,51
33910029,BlairWheelerTV,"Wheeler, Blair",WUSA–TV,Producer,F,1009,1250,2205,Tue Apr 21 13:55:49 +0000 2009,False,False,7.0,1.0,0.0,11.0,19.0,51
179615725,mullenphoto,"Mullen, Christopher",WUSA–TV,Photojournalist,M,429,300,1760,Tue Aug 17 18:37:20 +0000 2010,False,False,21.0,6.0,32.0,3.0,62.0,51
390306479,NoelleStraub,"Straub, Noelle C.",E&E News,Natural Resources Editor,F,305,114,120,Thu Oct 13 19:40:39 +0000 2011,False,False,0.0,0.0,0.0,3.0,3.0,51
11579212,StevenSternberg,"Sternberg, Steve",U.S. News & World Report,Senior Writer,M,16316,8774,7558,Thu Dec 27 20:50:28 +0000 2007,True,False,53.0,8.0,2.0,95.0,158.0,50
19052248,jmillerWFED,"Miller, Jason",Federal News Radio 1500 AM,Executive Editor,M,5633,176,16465,Fri Jan 16 03:09:45 +0000 2009,False,False,128.0,28.0,10.0,106.0,272.0,50
104647040,KathHL,"Lyons, Kathryn",Famous DC,Managing Editor,F,2748,1039,1445,Wed Jan 13 23:49:21 +0000 2010,False,False,11.0,38.0,4.0,28.0,81.0,50
1927446103,Fox5TerriT,"Tolliver, Terri",WTTG–Fox Television,"Executive Producer, Take No Prisoners",F,2400,971,3812,Wed Oct 02 16:26:04 +0000 2013,False,False,64.0,32.0,28.0,61.0,185.0,50
60602656,mcottle,"Cottle, M. Michelle",The Atlantic,Contributing Editor,F,1935,577,1948,Mon Jul 27 13:53:03 +0000 2009,False,False,86.0,78.0,14.0,28.0,206.0,50
96569103,pamcoultercbs,"Coulter, Pam",CBS News,"Correspondent, CBS Radio",F,937,247,426,Sun Dec 13 15:31:01 +0000 2009,False,False,2.0,0.0,14.0,86.0,102.0,50
587725632,HotakainenRob,"Hotakainen, Rob",McClatchy Newspapers,Washington Correspondent,M,885,647,3503,Tue May 22 18:29:31 +0000 2012,False,False,17.0,0.0,1.0,81.0,99.0,50
376581753,DylanBrown26,"Brown, Dylan",E&E News,Mining Reporter,M,691,1415,2259,Tue Sep 20 04:10:12 +0000 2011,False,False,60.0,0.0,12.0,54.0,126.0,50
267210696,PeteBehrEENews,"Behr, Peter B.",E&E News,Cyber Threats & Grid Reporter,M,624,175,26,Wed Mar 16 14:28:09 +0000 2011,False,False,3.0,0.0,0.0,0.0,3.0,50
391560579,hshaban,"Shaban, Hamza",BuzzFeed,Tech Policy Reporter,M,3541,1712,6193,Sat Oct 15 19:02:05 +0000 2011,True,False,151.0,22.0,52.0,182.0,407.0,49
16251475,Meerakat,"Pal, Meera",Praetorian Digital,Multimedia Journalist / Social Media Strategist,F,3266,2773,8124,Fri Sep 12 02:05:43 +0000 2008,True,False,14.0,18.0,1.0,57.0,90.0,49
442319975,Autumnsan1,"Brewington, Autumn",,Freelance Reporter,F,2160,485,5191,Wed Dec 21 00:29:54 +0000 2011,True,False,3.0,2.0,0.0,1.0,6.0,49
304576970,JessicaWehrman,"Wehrman, Jessica",Columbus Dispatch,Washington Correspondent,F,2069,1346,4588,Tue May 24 19:06:47 +0000 2011,False,False,45.0,4.0,7.0,68.0,124.0,49
35616518,PatrickTerpstra,"Terpstra, Patrick",Cox Broadcasting,Senior Washington News Producer,M,1846,1334,7732,Mon Apr 27 00:42:17 +0000 2009,True,False,65.0,16.0,48.0,2.0,131.0,49
76601805,NikolenDC,"Killion, Nikole",Hearst Television Inc.,National Correspondent,F,1803,2715,6940,Wed Sep 23 09:28:11 +0000 2009,True,False,83.0,46.0,2.0,91.0,222.0,49
394689241,AlanLevin1,"Levin, Alan",Bloomberg News,Aviation Safety Reporter,M,762,172,637,Thu Oct 20 13:38:26 +0000 2011,False,False,28.0,5.0,0.0,11.0,44.0,49
240282772,PUrbanDC,"Urban, Peter",Stephens Media Group,Reporter,M,510,281,4218,Wed Jan 19 15:32:40 +0000 2011,False,False,7.0,15.0,18.0,79.0,119.0,49
711215300474064897,JackieTothDC,"Toth, Jacqueline",CQ Roll Call,"Energy & Environment Reporter, CQ Legal",F,456,1716,1145,Sat Mar 19 15:38:36 +0000 2016,False,False,167.0,9.0,40.0,62.0,278.0,49
122277905,sarasmarley,"Smith, Sara",CQ Roll Call,Deputy Editor,F,210,384,358,Fri Mar 12 05:22:15 +0000 2010,False,False,2.0,0.0,0.0,7.0,9.0,49
329918652,robertmooreitv,"Moore, Robert",Independent Television News (ITN),Washington Correspondent,M,7849,913,1812,Tue Jul 05 20:32:01 +0000 2011,True,False,15.0,33.0,0.0,30.0,78.0,48
186826724,xwaldie,"Waldman, Katy",Slate,Staff Writer,F,6695,428,2541,Sat Sep 04 14:26:06 +0000 2010,True,False,13.0,0.0,6.0,1.0,20.0,48
46501372,JeremyStahl,"Stahl, Jeremy",Slate,Senior Editor,M,6163,2615,12695,Thu Jun 11 21:51:29 +0000 2009,True,False,41.0,4.0,43.0,47.0,135.0,48
190405082,TonyPughDC,"Pugh, Anthony",McClatchy Newspapers,Health Care Reporter,M,3667,3542,2661,Mon Sep 13 21:39:47 +0000 2010,True,False,52.0,2.0,0.0,109.0,163.0,48
525419131,cindysaine,"Saine-Spang, Cynthia",Voice of America,State Department Correspondent,F,3479,1874,22971,Thu Mar 15 14:28:29 +0000 2012,True,False,186.0,134.0,1.0,958.0,1279.0,48
20384533,michaelcoleman,"Coleman, Michael",Albuquerque Journal,Washington Correspondent,M,2895,1840,12595,Sun Feb 08 18:58:54 +0000 2009,False,False,72.0,46.0,5.0,296.0,419.0,48
2461913161,ArthurAllen202,"Allen, Arthur",Politico,"Editor, eHealth",M,2136,893,4242,Thu Apr 24 16:33:35 +0000 2014,False,False,32.0,6.0,79.0,171.0,288.0,48
49187334,J_Policastro,"Policastro, Jacqueline",Gray Television,Washington Bureau Chief,F,1609,896,4149,Sun Jun 21 01:35:09 +0000 2009,True,False,14.0,4.0,0.0,34.0,52.0,48
15281779,dsherfinski,"Sherfinski, David",Washington Times,Political Reporter,M,1454,737,4561,Mon Jun 30 19:52:45 +0000 2008,False,False,0.0,0.0,1.0,3.0,4.0,48
1198644368,sgreenberger,"Greenberger, Scott",Stateline.org,Editor,M,1131,2103,4100,Tue Feb 19 21:00:55 +0000 2013,False,False,49.0,1.0,4.0,47.0,101.0,48
50854062,nhheikkinen,"Heikkinen, Niina H.",E&E News,"Reporter, Climatewire",F,1124,1283,861,Fri Jun 26 01:05:31 +0000 2009,False,False,31.0,26.0,16.0,31.0,104.0,48
18943233,TOMFOTY,"Foty, Tom",CBS News,"Correspondent & Anchor, CBS Radio",M,1100,2151,1458,Tue Jan 13 16:37:49 +0000 2009,False,False,24.0,2.0,1.0,3.0,30.0,48
94116066,stoddrad,"Stoddard, Rick",C–SPAN,Producer,M,867,3512,4402,Wed Dec 02 15:55:43 +0000 2009,False,False,9.0,9.0,7.0,99.0,124.0,48
78716595,JenniferDavisDC,"Davis, Jennifer",Freelance,Reporter / Writer / Video Producer,F,818,818,2373,Wed Sep 30 21:46:21 +0000 2009,False,False,7.0,13.0,0.0,6.0,26.0,48
187963645,eriklee136,"Lee, Erik",WUSA–TV,Chief Photojournalist,M,521,1298,1677,Tue Sep 07 16:02:35 +0000 2010,False,False,6.0,20.0,4.0,80.0,110.0,48
18243127,lturrell16,"Turrell, Elizabeth",CNN,Political Futures Editor,F,357,1909,1037,Fri Dec 19 15:05:13 +0000 2008,False,False,1.0,2.0,0.0,17.0,20.0,48
448092850,angiey202,"Yack, Angelique",ABC News,Reporter & Producer,F,320,687,1085,Tue Dec 27 16:21:36 +0000 2011,False,False,2.0,0.0,0.0,17.0,19.0,48
282609416,KennethMoton,"Moton, Kenneth",ABC News,Correspondent & Multi-Platform Reporter,M,8748,929,15379,Fri Apr 15 14:58:00 +0000 2011,True,False,81.0,60.0,23.0,164.0,328.0,47
123585060,adammaytv,"May, Adam",WBAL-TV,Anchor & Reporter,M,4754,1561,10118,Tue Mar 16 15:13:33 +0000 2010,True,False,110.0,52.0,31.0,141.0,334.0,47
154084426,StevenOverly,"Overly, Steven",Washington Post,Automotive Innovation Reporter,M,4217,480,5307,Thu Jun 10 09:44:58 +0000 2010,True,False,157.0,37.0,3.0,62.0,259.0,47
15938122,blambrecht,"Lambrecht, William",Hearst Newspapers,"Washington Correspondent, San Antonio Express-News",M,3391,1897,4320,Thu Aug 21 22:56:10 +0000 2008,True,False,61.0,1.0,1.0,29.0,92.0,47
174093269,Emily_DeRuy,"DeRuy, Emily",The atlantic,"Reporter for the Atlantic, formerly univison",F,2964,1321,12683,Tue Aug 03 02:38:39 +0000 2010,True,False,151.0,10.0,7.0,56.0,224.0,47
171212125,CorrinAmber,"Corrin, Amber",Sightline Media Group,"Editor, C4ISRNET",F,2820,829,3592,Mon Jul 26 20:49:17 +0000 2010,True,False,15.0,5.0,2.0,14.0,36.0,47
562929500,MelanieNews8,"Hastings, Melanie",WJLA–TV / Newschannel 8,News Anchor,F,1902,1152,4457,Wed Apr 25 14:36:23 +0000 2012,True,False,172.0,15.0,7.0,10.0,204.0,47
15821824,BDOH,"Doherty, Brian",Fox News,Producer,M,1865,1909,23762,Tue Aug 12 12:58:19 +0000 2008,False,False,301.0,371.0,277.0,1343.0,2292.0,47
142813236,jplungis,"Plungis, Jeff",Consumer Reports,Auto Industry Reporter,M,1345,1932,2651,Tue May 11 20:53:27 +0000 2010,False,False,13.0,0.0,2.0,5.0,20.0,47
65091778,DanielPMalloy,"Malloy, Daniel",Ozy,Politics & Business Reporter,M,1300,528,5999,Wed Aug 12 17:05:09 +0000 2009,True,False,38.0,10.0,18.0,36.0,102.0,47
3172410434,Aleksander_Lee,"Lee, Alex",CNN,"Video Producer, CNN Politics",M,1200,1213,1372,Sat Apr 25 15:53:46 +0000 2015,True,False,7.0,2.0,0.0,21.0,30.0,47
318999759,SethMcLaughlin1,"McLaughlin, Seth",Washington Times,Political Reporter,M,1048,1428,1866,Fri Jun 17 12:03:20 +0000 2011,False,False,2.0,0.0,0.0,1.0,3.0,47
112814095,AndyTriay,"Triay, Andres",CBS News,"Justice & Homeland Security Producer, CBS Evening News",M,758,443,283,Tue Feb 09 20:03:43 +0000 2010,False,False,3.0,0.0,1.0,8.0,12.0,47
38353028,SoooWhitty,"Ksiazek, Whitney",Fox News,Field Producer,F,650,2319,2475,Thu May 07 03:05:10 +0000 2009,True,False,19.0,9.0,5.0,14.0,47.0,47
26021583,sshoptaw,"Kussin-Shoptaw, Samuel",Bloomberg Government,Government Affairs Data Team Lead,M,635,1392,5866,Mon Mar 23 15:28:29 +0000 2009,True,False,50.0,35.0,25.0,62.0,172.0,47
300389351,justin_blum_,"Blum, Justin",Bloomberg News,Senior Editor,M,608,676,3252,Tue May 17 17:47:20 +0000 2011,False,False,97.0,0.0,0.0,17.0,114.0,47
143154318,rmeszoly,"Meszoly, Robin",Bloomberg News,Congress Tracker/DC First Word Editor,F,598,551,498,Wed May 12 18:53:06 +0000 2010,False,False,8.0,4.0,1.0,28.0,41.0,47
21326212,JenniferWishon,"Wishon, Jennifer",CBN News,White House Correspondent,F,4012,990,5008,Thu Feb 19 18:45:43 +0000 2009,False,False,129.0,15.0,19.0,49.0,212.0,46
350426737,Garrett_FoxNews,"Tenney, Garrett",Fox News,national correspondent for fox news,M,3857,1408,4055,Sun Aug 07 19:12:55 +0000 2011,True,False,5.0,2.0,2.0,32.0,41.0,46
25465131,TomRisen,"Risen, Thomas J.",,Freelance Reporter,M,3024,1375,11054,Fri Mar 20 05:14:38 +0000 2009,True,False,100.0,38.0,15.0,95.0,248.0,46
217550103,ngaudiano,"Gaudiano Albright, Nicole",Gannett Washington Bureau,"Washington Correspondent (NY, VT, DE, MD.)",F,2210,932,2099,Fri Nov 19 20:58:54 +0000 2010,True,False,97.0,6.0,1.0,61.0,165.0,46
17000028,jamesgibney,"Gibney, James",Bloomberg News,Editorial Writer,M,2120,938,15410,Mon Oct 27 15:11:53 +0000 2008,True,False,312.0,155.0,162.0,534.0,1163.0,46
3205569940,GrahamReports,"Knight, Graham",,Multimedia Journalist / Writer,M,1659,5001,1237,Sat Apr 25 12:05:37 +0000 2015,False,False,15.0,6.0,3.0,11.0,35.0,46
16222086,ggrayson,"Grayson, Gisele",National Public Radio,Producer,F,1531,1224,1753,Wed Sep 10 15:12:24 +0000 2008,False,False,9.0,7.0,3.0,29.0,48.0,46
59804000,MichaelRileyDC,"Riley, Michael",Bloomberg News,Reporter,M,1381,305,211,Fri Jul 24 15:05:33 +0000 2009,False,False,15.0,0.0,3.0,0.0,18.0,46
89760116,AdriUsero,"Usero, Adriana",Washington Post,Video Producer,F,1210,847,6335,Fri Nov 13 18:23:53 +0000 2009,False,False,30.0,30.0,5.0,48.0,113.0,46
132992832,D_Polichick,"Abdullah, Halimah",NBC News,Reporter & Editor,F,1159,502,2413,Wed Apr 14 18:41:29 +0000 2010,False,False,62.0,0.0,1.0,2.0,65.0,46
27545271,ibalkhy,"Balkhy, Ibrahim",Vice News,Associate Producer,M,892,1078,11139,Mon Mar 30 00:46:18 +0000 2009,False,False,20.0,20.0,13.0,25.0,78.0,46
27510332,JonTReid,"Reid, Jonathan T.",Morning Consult,Healthcare Reporter,M,830,2282,3009,Sun Mar 29 21:35:20 +0000 2009,False,False,53.0,13.0,0.0,81.0,147.0,46
740649630,MeghanjSims,"Sims, Meghan",McClatchy,Director of Strategic Video Initiatives,F,658,1250,1027,Mon Aug 06 13:41:27 +0000 2012,False,False,3.0,1.0,3.0,3.0,10.0,46
125187129,bptracey,"Tracey, Bree",Fox News,Producer,F,622,1037,948,Mon Mar 22 00:43:22 +0000 2010,False,False,1.0,1.0,0.0,6.0,8.0,46
29077161,grayjustin,"Gray, Justin",Cox Broadcasting,Washington Correspondent,M,4712,636,12960,Sun Apr 05 22:01:24 +0000 2009,True,False,115.0,72.0,22.0,219.0,428.0,45
21401086,LeslieABentz,"Bentz, Leslie",CNN,Assignment Editor,F,3508,278,7510,Fri Feb 20 14:41:26 +0000 2009,True,False,8.0,18.0,7.0,75.0,108.0,45
17049663,ShannonRaeGreen,"Green, Shannon",USA Today,Senior Multimedia Producer,F,3369,2359,7603,Wed Oct 29 19:47:22 +0000 2008,False,False,65.0,1.0,21.0,72.0,159.0,45
1633828237,BrianJScheid,"Scheid, Brian J.",S&P Global Platts,Crude Oil Policy Reporter,M,2714,615,2999,Tue Jul 30 20:52:42 +0000 2013,False,False,75.0,5.0,26.0,121.0,227.0,45
239974061,dberrygannett,"Berry, Deborah",Gannett Washington Bureau,"Washington Correspondent (Louis., Miss.)",F,2410,377,5673,Tue Jan 18 21:38:55 +0000 2011,True,False,206.0,23.0,5.0,140.0,374.0,45
872421781,EricM_Katz,"Katz, Eric",Government Executive,Senior Correspondent,M,2140,373,2898,Wed Oct 10 20:00:25 +0000 2012,True,False,38.0,19.0,15.0,4.0,76.0,45
517472576,JuliaHarte1,"Harte, Julia",Thomson Reuters,National Affairs Reporter,F,1375,1105,811,Wed Mar 07 11:02:42 +0000 2012,True,False,11.0,1.0,5.0,12.0,29.0,45
469612967,seancockerham,"Cockerham, Sean",McClatchy Newspapers,"Reporter, Politics, Environment, Tech & California",M,1304,721,894,Fri Jan 20 19:56:06 +0000 2012,True,False,0.0,0.0,0.0,2.0,2.0,45
617382180,StevenPageCNN,"Page, Steve",CNN,"Editorial Producer, The Situation Room",M,1185,2707,1758,Sun Jun 24 17:19:20 +0000 2012,False,False,21.0,4.0,1.0,11.0,37.0,45
937099921,JimmyHKoo,"Koo, Jimmy H.",Bloomberg BNA,Senior Legal Editor,M,867,1303,3537,Fri Nov 09 15:00:59 +0000 2012,False,False,102.0,31.0,79.0,555.0,767.0,45
277959406,MedResJourno,"Baumann, Jeannie",Bloomberg BNA,"Reporter, Medical Research Law Report",F,819,715,2799,Wed Apr 06 09:47:01 +0000 2011,True,False,98.0,17.0,11.0,178.0,304.0,45
19932600,wheelb,"Wheeler, Brian",Vice News,Producer,M,766,1580,4923,Mon Feb 02 21:09:58 +0000 2009,False,False,30.0,3.0,7.0,52.0,92.0,45
163083221,mattlarotonda,"Larotonda, Matt",Thomson Reuters,Reporter & Producer,M,659,297,1003,Mon Jul 05 14:16:04 +0000 2010,True,False,7.0,0.0,0.0,1.0,8.0,45
17765641,Temple_West,"Temple-West, Patrick C.",Politico,Financial Reporter,M,647,82,564,Sun Nov 30 23:30:51 +0000 2008,False,False,23.0,0.0,0.0,0.0,23.0,45
132552684,bhaseltonWTOP,"Haselton, Brennan",WTOP Radio,Reporter & Anchor,M,638,66,686,Tue Apr 13 15:10:48 +0000 2010,False,False,0.0,0.0,0.0,11.0,11.0,45
399225358,b_muzz,"Murray, Brendan",Bloomberg News,"Managing Editor, U.S. Economy",M,624,382,360,Thu Oct 27 05:34:05 +0000 2011,True,False,3.0,0.0,0.0,5.0,8.0,45
1965515724,KenDoyle16,"Doyle, Kenneth P.",Bloomberg BNA,"Senior Editor, Money & Politics Report",M,505,424,364,Wed Oct 16 21:26:54 +0000 2013,False,False,19.0,0.0,1.0,2.0,22.0,45
18989685,LailaAlarian,"Alarian, Laila",Aljazeera English,"Senior Producer & Investigative Reporter, Fault Lines",F,8157,1682,2907,Wed Jan 14 18:58:55 +0000 2009,True,False,16.0,2.0,8.0,32.0,58.0,44
293750918,SamSacks,"Sacks, Sam",RTTV America,Writer/Reporter,M,8059,1331,9619,Thu May 05 22:26:05 +0000 2011,True,False,159.0,30.0,357.0,114.0,660.0,44
134849548,EleanorClift,"Clift, Eleanor",Daily Beast,Contributor,F,7891,357,371,Mon Apr 19 16:36:10 +0000 2010,True,False,16.0,0.0,0.0,0.0,16.0,44
108806652,karincaifaCNN,"Caifa, Karin",CNN,"Reporter, CNN Newsource",F,3094,530,14785,Wed Jan 27 02:44:03 +0000 2010,True,False,232.0,44.0,19.0,50.0,345.0,44
58812628,lmorello_dc,"Morello, Lauren",Nature,U.S. News Editor,F,2264,842,3562,Tue Jul 21 14:43:44 +0000 2009,True,False,9.0,9.0,16.0,8.0,42.0,44
163313441,ravindranize,"Ravindranath, Mohana",Government Executive,"Fed Tech Reporter, Nextgov",F,2005,1341,1289,Tue Jul 06 02:54:18 +0000 2010,True,False,7.0,21.0,3.0,38.0,69.0,44
29260421,steve_doty,"Doty, Steve",American Gaming Association,Director of Media Relations,M,1500,524,6010,Mon Apr 06 18:29:00 +0000 2009,True,False,12.0,8.0,2.0,13.0,35.0,44
900395971,KrisAnkarlo,"Ankarlo, Kristopher",WNEW / CBS DC,Former: DC Bureau Chief at WNEW,M,1134,1678,6894,Tue Oct 23 18:53:39 +0000 2012,False,False,136.0,22.0,26.0,26.0,210.0,44
69706170,tmawelsh,"Welsh, Teresa",McClatchy Newspapers,Reporter,F,1067,1468,7485,Fri Aug 28 21:58:21 +0000 2009,True,False,109.0,131.0,9.0,245.0,494.0,44
2431125427,Brian_Faler,"Faler, Brian D.",Politico,Senior Tax Reporter,M,972,421,712,Sun Apr 06 23:16:12 +0000 2014,True,False,26.0,1.0,0.0,0.0,27.0,44
261962339,simoneMperez,"Perez, Simone",Vice News,"Producer, VICE News Tonight on HBO",F,667,822,1800,Mon Mar 07 02:10:29 +0000 2011,False,False,38.0,10.0,16.0,6.0,70.0,44
26648594,kelvin_robinson,"Robinson, Kelvin",WRC–TV / NBC–4,Content Producer,M,618,1101,767,Thu Mar 26 01:03:48 +0000 2009,False,False,8.0,5.0,0.0,7.0,20.0,44
50331969,sethstern,"Stern, Seth R.",Bloomberg BNA,Deputy News Director,M,581,492,166,Wed Jun 24 15:16:00 +0000 2009,False,False,1.0,0.0,0.0,2.0,3.0,44
177822689,umairfan,"Irfan, Umair",E&E News,Tech Reporter,M,528,750,2584,Fri Aug 13 04:12:37 +0000 2010,False,False,123.0,44.0,75.0,100.0,342.0,44
45787554,obedienttither,"Bost, Mark",WUSA–TV,Photographer,M,259,282,2707,Tue Jun 09 07:19:55 +0000 2009,False,False,11.0,0.0,5.0,81.0,97.0,44
46555511,Alex_Panetta,"Panetta, Alexander",Canadian Press,Washington Correspondent,M,14555,2432,34352,Fri Jun 12 02:17:06 +0000 2009,True,False,102.0,221.0,246.0,706.0,1275.0,43
33647344,elizondogabriel,"Elizondo, Gabriel",Aljazeera English,Correspondent,M,12604,4283,17727,Mon Apr 20 20:19:14 +0000 2009,True,False,97.0,44.0,90.0,135.0,366.0,43
19498721,joshrushing,"Rushing, Joshua",Aljazeera English,"Host, Fault Lines",M,4497,845,4401,Sun Jan 25 18:39:12 +0000 2009,False,False,2.0,0.0,0.0,3.0,5.0,43
14375789,whitneyshefte,"Shefte, Whitney",Washingtonpost.com,Senior Video Journalist,F,2468,1506,2935,Sun Apr 13 16:00:19 +0000 2008,False,False,4.0,0.0,1.0,6.0,11.0,43
385045862,JackTorry1,"Torry, Jack",Columbus Dispatch,D.C. Bureau Chief,M,1636,2346,3707,Tue Oct 04 19:38:17 +0000 2011,False,False,128.0,1.0,1.0,26.0,156.0,43
15510768,beverstine,"Everstine, Brian W",Air Force Magazine,Pentagon Correspondent,M,1420,937,5091,Mon Jul 21 05:07:45 +0000 2008,True,False,26.0,7.0,19.0,47.0,99.0,43
29077144,journalistabex,"Schatz, Rebecca",CNN,Producer,F,1196,946,11077,Sun Apr 05 22:01:17 +0000 2009,False,False,2.0,3.0,0.0,6.0,11.0,43
132986633,bbarrettNC,"Barrett, Barbara",McClatchy Newspapers,National Editor,F,918,724,4213,Wed Apr 14 18:19:40 +0000 2010,True,False,85.0,19.0,4.0,99.0,207.0,43
20601037,AnneKFlaherty,"Flaherty, Anne",Associated Press,Washington Reporter,F,877,550,425,Wed Feb 11 16:34:52 +0000 2009,False,False,2.0,0.0,0.0,4.0,6.0,43
63734363,NATASHACOPELAND,"Copeland, Natasha",WRC–TV / NBC–4,Assignment Editor,F,733,724,1904,Fri Aug 07 14:28:27 +0000 2009,False,False,39.0,5.0,5.0,24.0,73.0,43
425112739,jzieglerWTOP,"Ziegler, Julia",WTOP Radio,News Director,M,719,539,815,Wed Nov 30 15:37:28 +0000 2011,False,False,0.0,0.0,0.0,3.0,3.0,43
291661579,MaryKayMallonee,"Mallonee, Mary Kay",CNN,Justice Producer,F,708,460,715,Mon May 02 12:13:53 +0000 2011,False,False,5.0,2.0,2.0,49.0,58.0,43
33298494,billhatfield,"Hatfield, William",NBC News,Producer,M,526,662,2380,Sun Apr 19 20:08:28 +0000 2009,False,False,47.0,12.0,2.0,141.0,202.0,43
2205363357,steveturnham,"Turnham, Stephen",ABC News,Senior Producer,M,516,683,2317,Tue Dec 03 01:48:49 +0000 2013,True,False,8.0,2.0,0.0,150.0,160.0,43
2493482264,JessieKamens,"Kamens, Jessie K.",Bloomberg BNA,"Managing Editor, U.S. Law Week",F,496,378,2630,Tue May 13 20:25:22 +0000 2014,True,False,9.0,23.0,3.0,123.0,158.0,43
17791114,samrpearson,"Pearson, Sam R.",Bloomberg BNA,Reporter,M,414,275,1590,Mon Dec 01 22:16:51 +0000 2008,True,False,22.0,7.0,6.0,27.0,62.0,43
191250884,DianaOlick,"Olick, Diana",CNBC,Real Estate Correspondent & Fitness Reporter,F,46749,492,7956,Thu Sep 16 00:01:13 +0000 2010,True,False,87.0,0.0,1.0,3.0,91.0,42
611816381,JVLast,"Last, Jonathan V.",Weekly Standard,Senior Writer,M,6111,149,4843,Mon Jun 18 16:46:02 +0000 2012,True,False,175.0,69.0,256.0,200.0,700.0,42
24398702,Allison_Good1,"Good, Allison",S&P Global Market Intelligence,Natural Gas Midstream Finance Reporter,F,3723,672,78508,Sat Mar 14 17:24:27 +0000 2009,False,False,209.0,132.0,101.0,308.0,750.0,42
238204655,YoungRJeremy,"Young, Jeremy",Aljazeera English,Senior Investigative Producer,M,3060,1429,6034,Fri Jan 14 16:21:30 +0000 2011,True,False,118.0,20.0,25.0,349.0,512.0,42
61200555,BlakeBurman,"Burman, Blake",Fox Business Network,Washington Correspondent,M,2988,247,4891,Wed Jul 29 13:59:53 +0000 2009,True,False,35.0,23.0,3.0,12.0,73.0,42
